Plate,Date Collected,In_treatment,Out_treatment,Pond,Clone,Replicate,Well,Hatch1,Hatch1HD,Hatch2,Hatch2HD,Hatch3,Hatch3HD,Hatch4,Hatch4H,Temp,Dried,Light,DriedLater,Early,Late,Leftover_eggs
040724B,4/3/24,,,P19,50,R4,G3,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G4,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G5,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G6,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G7,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G8,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G9,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G10,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G11,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,G12,6/7,H,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H1,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H2,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H3,4/19,HDE,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H4,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H5,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H6,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H7,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H8,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H9,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H10,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H11,,,,,,,,,Cold,Dry,Dark,,,,
040724B,4/3/24,,,P19,50,R4,H12,,,,,,,,,Cold,Dry,Dark,,,,
040724C,4/3/24,,,P19,50,R3,A1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A10,4/19,HDE,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A11,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,A12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B10,4/19,HDE,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B11,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,B12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C10,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C11,4/19,HDE,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,C12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D2,4/19,HDE,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D10,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D11,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R3,D12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E10,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E11,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,E12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F10,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F11,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,F12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G10,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G11,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,G12,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H1,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H2,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H3,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H4,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H5,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H6,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H7,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H8,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H9,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H10,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H11,,,,,,,,,Warm,Wet,Light,,,,
040724C,4/3/24,,,P19,50,R4,H12,,,,,,,,,Warm,Wet,Light,,,,
040724D,4/3/24,,,P19,50,R3,A1,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A2,4/19,HDE,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A3,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A4,4/19,HDE,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A5,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A6,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A7,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A8,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A9,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A10,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A11,6/18,HD,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,A12,,,,,,,,,Warm,Wet,Dark,y,,,
040724D,4/3/24,,,P19,50,R3,B1,4/19,HDE,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B2,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B3,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B4,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B5,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B6,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B7,6/18,HD,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B8,4/19,HDE,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B9,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B10,6/18,HD,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B11,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,B12,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C1,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C2,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C3,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C4,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C5,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C6,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C7,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C8,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C9,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C10,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C11,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,C12,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D1,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D2,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D3,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D4,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D5,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D6,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D7,6/18,HD,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D8,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D9,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D10,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D11,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R3,D12,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E1,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E2,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E3,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E4,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E5,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E6,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E7,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E8,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E9,6/18,HD,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E10,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E11,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,E12,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F1,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F2,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F3,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F4,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F5,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F6,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F7,6/18,HD,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F8,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F9,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F10,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F11,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,F12,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G1,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G2,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G3,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G4,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G5,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G6,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G7,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G8,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G9,6/18,HD,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G10,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G11,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,G12,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H1,,,,,,,,,Warm,Wet,Dark,y,,,
040724D,4/3/24,,,P19,50,R4,H2,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H3,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H4,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H5,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H6,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H7,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H8,6/18,HD,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H9,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H10,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H11,,,,,,,,,Warm,Wet,Dark,,,,
040724D,4/3/24,,,P19,50,R4,H12,,,,,,,,,Warm,Wet,Dark,y,,,
040724E,4/3/24,,,P19,50,R3,A1,,,,,,,,,Warm,Dry,Light,,,,1
040724E,4/3/24,,,P19,50,R3,A2,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,A3,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,A4,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,A5,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,A6,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,A7,4/19,HDE,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,A8,4/19,DE,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,A9,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,A10,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,A11,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,A12,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,B1,4/19,HDE,,,,,,,Warm,Dry,Light,,,,1
040724E,4/3/24,,,P19,50,R3,B2,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,B3,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,B4,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,B5,6/24,D,,,,,,,Warm,Dry,Light,,,,1
040724E,4/3/24,,,P19,50,R3,B6,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,B7,6/25,HD,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,B8,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,B9,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,B10,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,B11,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,B12,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,C1,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,C2,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,C3,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,C4,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,C5,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,C6,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,C7,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,C8,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,C9,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,C10,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,C11,,,,,,,,,Warm,Dry,Light,,,,1
040724E,4/3/24,,,P19,50,R3,C12,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,D1,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,D2,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,D3,,,,,,,,,Warm,Dry,Light,,,,1
040724E,4/3/24,,,P19,50,R3,D4,,,,,,,,,Warm,Dry,Light,,,,1
040724E,4/3/24,,,P19,50,R3,D5,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,D6,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,D7,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,D8,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,D9,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R3,D10,,,,,,,,,Warm,Dry,Light,,,,1
040724E,4/3/24,,,P19,50,R3,D11,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R3,D12,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R4,E1,,,,,,,,,Warm,Dry,Light,,,,2
040724E,4/3/24,,,P19,50,R4,E2,,,,,,,,,Warm,Dry,Light,,,,0
040724E,4/3/24,,,P19,50,R4,E3,,,,,,,,,Warm,Dry,Light,,,,2
